Gene stable ID,Gene name,Gene type
ENSG00000264947,MIR3181,miRNA
ENSG00000243870,RN7SL236P,misc_RNA
ENSG00000238365,RNU7-57P,snRNA
ENSG00000208017,MIR140,miRNA
ENSG00000266634,MIR3972,miRNA
ENSG00000252135,RNU1-155P,snRNA
ENSG00000207750,MIR553,miRNA
ENSG00000264511,MIR3678,miRNA
ENSG00000243854,RN7SL67P,misc_RNA
ENSG00000239545,RN7SL822P,misc_RNA
ENSG00000284485,MIR205,miRNA
ENSG00000284568,MIR371B,miRNA
ENSG00000201431,RNU6-1277P,snRNA
ENSG00000206620,SNORD45C,snoRNA
ENSG00000207789,MIR26A2,miRNA
ENSG00000266738,MIR4757,miRNA
ENSG00000251711,RNU6-632P,snRNA
ENSG00000222679,RNU6-1267P,snRNA
ENSG00000283159,MIR665,miRNA
ENSG00000207923,MIR559,miRNA
ENSG00000199012,MIR412,miRNA
ENSG00000199444,AC022415.1,misc_RNA
ENSG00000207278,RNU6-831P,snRNA
ENSG00000283637,MIR4776-2,miRNA
ENSG00000263413,MIR4538,miRNA
ENSG00000202252,SNORD14C,snoRNA
ENSG00000266887,MIR4535,miRNA
ENSG00000199865,RNU6-495P,snRNA
ENSG00000266039,MIR4509-2,miRNA
ENSG00000200792,SNORA80A,snoRNA
ENSG00000284059,MIR5572,miRNA
ENSG00000199075,MIR26A1,miRNA
ENSG00000238606,RNU7-7P,snRNA
ENSG00000201987,AL390119.1,misc_RNA
ENSG00000208003,MIR549A,miRNA
ENSG00000284078,SNORD138,miRNA
ENSG00000207614,MIR193A,miRNA
ENSG00000222598,RNU2-49P,snRNA
ENSG00000200305,AC012377.1,misc_RNA
ENSG00000221287,MIR1289-2,miRNA
ENSG00000264010,MIR4429,miRNA
ENSG00000274350,RN7SL853P,misc_RNA
ENSG00000284517,MIR6873,miRNA
ENSG00000201723,AC012572.1,misc_RNA
ENSG00000265682,MIR4267,miRNA
ENSG00000223188,AL392105.1,misc_RNA
ENSG00000277138,MIR6509,miRNA
ENSG00000278524,MIR6810,miRNA
ENSG00000222543,RN7SKP220,misc_RNA
ENSG00000251764,RNA5SP446,rRNA_pseudogene
ENSG00000221442,MIR548F4,miRNA
ENSG00000216141,MIR941-2,miRNA
ENSG00000252552,RNU6-307P,snRNA
ENSG00000283327,MIR6841,miRNA
ENSG00000200174,AL162739.1,misc_RNA
ENSG00000216135,MIR885,miRNA
ENSG00000207970,MIR660,miRNA
ENSG00000251816,RNA5SP157,rRNA_pseudogene
ENSG00000283745,MIR196B,miRNA
ENSG00000199480,RNA5SP389,rRNA_pseudogene
ENSG00000222934,RN7SKP284,misc_RNA
ENSG00000283956,MIR3610,miRNA
ENSG00000252191,RNU6-751P,snRNA
ENSG00000252233,RN7SKP253,misc_RNA
ENSG00000221768,MIR1302-7,miRNA
ENSG00000200536,AL137790.1,snoRNA
ENSG00000275904,AL627230.2,misc_RNA
ENSG00000274864,AC004079.2,misc_RNA
ENSG00000199072,MIRLET7F1,miRNA
ENSG00000200057,RN7SKP63,misc_RNA
ENSG00000253053,RN7SKP289,misc_RNA
ENSG00000199051,MIR361,miRNA
ENSG00000216171,MIR513C,miRNA
ENSG00000251825,RN7SKP19,misc_RNA
ENSG00000273886,AL138690.2,misc_RNA
ENSG00000207462,RNU6-376P,snRNA
ENSG00000212571,RNA5SP482,rRNA_pseudogene
ENSG00000199489,SNORD115-25,snoRNA
ENSG00000206645,AC006583.1,misc_RNA
ENSG00000273770,AC012572.4,misc_RNA
ENSG00000201867,AC090469.1,misc_RNA
ENSG00000207014,SNORD116-3,snoRNA
ENSG00000252448,AL929472.5,snoRNA
ENSG00000202417,AC010240.1,misc_RNA
ENSG00000277918,RNVU1-28,snRNA
ENSG00000200114,RNA5SP123,rRNA_pseudogene
ENSG00000200102,RNU6-252P,snRNA
ENSG00000207158,RNU6-929P,snRNA
ENSG00000207480,AC107067.1,misc_RNA
ENSG00000275420,AC144587.1,misc_RNA
ENSG00000272028,RNU6-87P,snRNA
ENSG00000285626,AC011994.1,rRNA_pseudogene
ENSG00000212534,SNORD70,snoRNA
ENSG00000244034,RN7SL424P,misc_RNA
ENSG00000251791,SCARNA6,scaRNA
ENSG00000223013,RNA5SP344,rRNA_pseudogene
ENSG00000200525,RNU6-1209P,snRNA
ENSG00000212479,AF124730.1,snoRNA
ENSG00000251805,AC009228.2,scaRNA
ENSG00000199357,AC026634.1,misc_RNA
ENSG00000241959,RN7SL76P,misc_RNA
ENSG00000200350,RNU6-1285P,snRNA
ENSG00000277004,RNA5SP412,rRNA_pseudogene
ENSG00000251895,RNU6-976P,snRNA
ENSG00000252045,AP000272.1,snoRNA
ENSG00000264846,AL662866.1,misc_RNA
ENSG00000222617,RN7SKP254,misc_RNA
ENSG00000252960,RN7SKP258,misc_RNA
ENSG00000201245,AL137139.1,snoRNA
ENSG00000242688,RN7SL304P,misc_RNA
ENSG00000238754,SCARNA18B,snoRNA
ENSG00000252866,RNA5SP243,rRNA_pseudogene
ENSG00000276839,AL138776.1,misc_RNA
ENSG00000278785,AC243562.4,misc_RNA
ENSG00000207371,AL160163.1,misc_RNA
ENSG00000278747,AC073135.5,snRNA
ENSG00000277599,AP000944.2,misc_RNA
ENSG00000252933,RNU6-1223P,snRNA
ENSG00000201990,AC005995.1,misc_RNA
ENSG00000212496,RNU6-1093P,snRNA
ENSG00000206836,RNU6-1029P,snRNA
ENSG00000253031,RNA5SP291,rRNA_pseudogene
ENSG00000212418,RNY4P36,misc_RNA
ENSG00000252751,RNU6-143P,snRNA
ENSG00000265663,SNORD32B,snoRNA
ENSG00000252470,RNU6-551P,snRNA
ENSG00000252913,RNU6-158P,snRNA
ENSG00000278026,AC117415.2,misc_RNA
ENSG00000206800,RNY3P7,misc_RNA
ENSG00000252671,AC012640.3,misc_RNA
ENSG00000199645,RNU6-1330P,snRNA
ENSG00000252117,RNU6-1108P,snRNA
ENSG00000274777,AC004792.1,misc_RNA
ENSG00000199584,AC025252.1,misc_RNA
ENSG00000243549,RN7SL705P,misc_RNA
ENSG00000229686,SNORD56,snoRNA
ENSG00000252581,RNU6-1098P,snRNA
ENSG00000222589,RN7SKP159,misc_RNA
ENSG00000207193,AL138883.1,misc_RNA
ENSG00000243370,RN7SL775P,misc_RNA
ENSG00000277580,RNU6-747P,snRNA
ENSG00000275982,AC115989.2,misc_RNA
ENSG00000201780,RNU6-275P,snRNA
ENSG00000242482,RN7SL392P,misc_RNA
ENSG00000240639,RN7SL666P,misc_RNA
ENSG00000252802,AL627313.2,misc_RNA
ENSG00000222706,RN7SKP89,misc_RNA
ENSG00000202513,RNU6-805P,snRNA
ENSG00000201827,AC022296.1,snoRNA
ENSG00000200218,RNU6-697P,snRNA
ENSG00000221044,AC023855.1,snoRNA
ENSG00000243770,RN7SL65P,misc_RNA
ENSG00000199894,AC093872.1,snoRNA
ENSG00000238998,RNU7-187P,snRNA
ENSG00000264847,CR936875.1,misc_RNA
ENSG00000278551,RNU6-368P,snRNA
ENSG00000264317,RN7SL154P,misc_RNA
ENSG00000200816,SNORA38,snoRNA
ENSG00000238440,AC135279.1,snoRNA
ENSG00000276609,AC004080.9,misc_RNA
ENSG00000252951,RNA5SP165,rRNA_pseudogene
ENSG00000201592,AL732366.1,snoRNA
ENSG00000277689,AL109925.5,misc_RNA
ENSG00000221643,SNORA77,snoRNA
ENSG00000252641,RNU6-678P,snRNA
ENSG00000244356,RN7SL398P,misc_RNA
ENSG00000206779,CR589951.1,misc_RNA
ENSG00000272034,SNORD14A,snoRNA
ENSG00000222078,RN7SKP110,misc_RNA
ENSG00000212246,RNU6-360P,snRNA
ENSG00000252812,RN7SKP2,misc_RNA
ENSG00000207403,AL139098.1,misc_RNA
ENSG00000202402,AL136418.2,misc_RNA
ENSG00000252634,RN7SKP219,misc_RNA
ENSG00000200594,RNU6-824P,snRNA
ENSG00000276493,AL445248.2,misc_RNA
ENSG00000252312,RN7SKP21,misc_RNA
ENSG00000252906,SCARNA3,scaRNA
ENSG00000202190,AL592430.1,misc_RNA
ENSG00000201301,RNA5SP130,rRNA_pseudogene
ENSG00000280584,OBP2B,protein_coding
ENSG00000252341,AC012640.2,misc_RNA
ENSG00000274710,AL157858.1,misc_RNA
ENSG00000200252,AC092868.1,misc_RNA
ENSG00000206760,SNORA6,snoRNA
ENSG00000273846,AP000552.4,misc_RNA
ENSG00000207264,RNU6-15P,snRNA
ENSG00000202095,RNU6-1172P,snRNA
ENSG00000202008,AC080069.1,misc_RNA
ENSG00000222164,RN7SKP266,misc_RNA
ENSG00000206711,AC107055.1,misc_RNA
ENSG00000244399,RN7SL251P,misc_RNA
ENSG00000275933,AC247039.1,misc_RNA
ENSG00000199335,RNU6-204P,snRNA
ENSG00000271798,SNORA51,snoRNA
ENSG00000240199,RN7SL520P,misc_RNA
ENSG00000221345,AL096709.1,snoRNA
ENSG00000278838,AL034410.1,misc_RNA
ENSG00000265955,AL845353.1,misc_RNA
ENSG00000253013,AC104070.1,snoRNA
ENSG00000263467,CR753819.1,snRNA
ENSG00000252937,RNU6-1270P,snRNA
ENSG00000201168,RNA5SP368,rRNA_pseudogene
ENSG00000244326,RN7SL814P,misc_RNA
ENSG00000212165,AL031684.1,snoRNA
ENSG00000274186,RN7SL248P,misc_RNA
ENSG00000199197,RN7SKP72,misc_RNA
ENSG00000278700,AC023830.4,misc_RNA
ENSG00000277908,RNU1-51P,snRNA
ENSG00000252833,RNA5SP186,rRNA_pseudogene
ENSG00000200652,AC136611.1,snoRNA
ENSG00000251707,RNU7-37P,snRNA
ENSG00000252145,RNU6-1225P,snRNA
ENSG00000207148,AC093867.1,misc_RNA
ENSG00000251882,RNU6-475P,snRNA
ENSG00000252091,RNU6-1146P,snRNA
ENSG00000212527,RNA5SP63,rRNA_pseudogene
ENSG00000278592,AC004080.15,misc_RNA
ENSG00000201435,RNU4-24P,snRNA
ENSG00000206959,AL157838.2,misc_RNA
ENSG00000200763,RNU6-961P,snRNA
ENSG00000201968,RNA5SP138,rRNA_pseudogene
ENSG00000252827,RN7SKP11,misc_RNA
ENSG00000201231,RNU4-50P,snRNA
ENSG00000280502,AP003392.6,misc_RNA
ENSG00000199677,AC113410.1,misc_RNA
ENSG00000252126,RNU6-313P,snRNA
ENSG00000277374,AC116622.1,snRNA
ENSG00000265078,RN7SL664P,misc_RNA
ENSG00000222614,AC008635.1,misc_RNA
ENSG00000200757,SNORD115-16,snoRNA
ENSG00000212452,SNORD69,snoRNA
ENSG00000202099,RNU6-234P,snRNA
ENSG00000265684,RN7SL378P,misc_RNA
ENSG00000201684,RN7SKP239,misc_RNA
ENSG00000202377,SNORA25B,snoRNA
ENSG00000200528,RNU6-1331P,snRNA
ENSG00000278189,RNA5-8SN1,rRNA
ENSG00000207507,RNU6-9,snRNA
ENSG00000252704,RN7SKP277,misc_RNA
ENSG00000251888,RN7SKP190,misc_RNA
ENSG00000222613,AC096733.1,misc_RNA
ENSG00000223181,RNU6-1199P,snRNA
ENSG00000271924,RNA5SP108,rRNA_pseudogene
ENSG00000277948,AC007435.2,misc_RNA
ENSG00000200750,AC091038.1,misc_RNA
ENSG00000206698,RNU1-73P,snRNA
ENSG00000252429,RNU7-29P,snRNA
ENSG00000222872,RNU4-78P,snRNA
ENSG00000200688,AC073575.2,misc_RNA
ENSG00000206991,RNU6-610P,snRNA
ENSG00000212512,AL691482.1,misc_RNA
ENSG00000207181,SNORA14B,snoRNA
ENSG00000273975,AC007272.2,misc_RNA
ENSG00000199509,RNA5SP477,rRNA_pseudogene
ENSG00000252647,RNA5SP416,rRNA_pseudogene
ENSG00000201728,RNA5SP479,rRNA_pseudogene
ENSG00000239149,SNORA59A,snoRNA
ENSG00000199385,RNU6-369P,snRNA
ENSG00000201356,RNA5SP500,rRNA_pseudogene
ENSG00000239888,RN7SL792P,misc_RNA
ENSG00000243959,RN7SL684P,misc_RNA
ENSG00000252396,RN7SKP195,misc_RNA
ENSG00000239102,RNU7-185P,snRNA
ENSG00000200898,RNU6-1243P,snRNA
ENSG00000207196,AP000590.1,misc_RNA
ENSG00000252050,AL606748.2,snoRNA
ENSG00000199530,AC021105.1,misc_RNA
ENSG00000201075,AC040173.1,misc_RNA
ENSG00000241791,RN7SL817P,misc_RNA
ENSG00000276988,AC010655.5,misc_RNA
ENSG00000200036,RNA5SP65,rRNA_pseudogene
ENSG00000252385,RNU6-68P,snRNA
ENSG00000251864,AL121715.1,misc_RNA
ENSG00000251915,RNA5SP406,rRNA_pseudogene
ENSG00000201217,AC026347.1,misc_RNA
ENSG00000243313,RN7SL285P,misc_RNA
ENSG00000278020,AC004080.13,misc_RNA
ENSG00000277234,RNU1-5P,snRNA
ENSG00000201766,RNA5SP302,rRNA_pseudogene
ENSG00000212378,AC092630.1,snoRNA
ENSG00000200220,RNU6-179P,snRNA
ENSG00000277120,MIR6089,miRNA
ENSG00000266660,BX908732.1,snRNA
ENSG00000275586,AC073140.1,misc_RNA
ENSG00000207967,MIR620,miRNA
ENSG00000276100,AC106873.6,misc_RNA
ENSG00000263742,MIR3165,miRNA
ENSG00000277713,MIR6856,miRNA
ENSG00000201364,RN7SKP37,misc_RNA
ENSG00000222112,RN7SKP16,misc_RNA
ENSG00000239014,SNORD108,snoRNA
ENSG00000263762,MIR4286,miRNA
ENSG00000202400,SNORD82,snoRNA
ENSG00000252607,AC130406.1,misc_RNA
ENSG00000263963,AC008670.1,miRNA
ENSG00000207105,AC091073.1,misc_RNA
ENSG00000264099,MIR4803,miRNA
ENSG00000252073,RNU6-947P,snRNA
ENSG00000274984,AC211476.7,misc_RNA
ENSG00000277452,RN7SL473P,misc_RNA
ENSG00000275231,AC007351.4,misc_RNA
ENSG00000276628,LENG1,protein_coding
ENSG00000265304,MIR3650,miRNA
ENSG00000264951,CR759787.2,snRNA
ENSG00000263746,MIR4277,miRNA
ENSG00000207362,RNU6-422P,snRNA
ENSG00000252902,RNA5SP342,rRNA_pseudogene
ENSG00000206741,AC022217.1,misc_RNA
ENSG00000263932,MIR4448,miRNA
ENSG00000238723,AC217773.1,misc_RNA
ENSG00000251703,RNU6-998P,snRNA
ENSG00000275670,MIR8076,miRNA
ENSG00000200431,RNU4-81P,snRNA
ENSG00000252250,AC114772.1,misc_RNA
ENSG00000252943,RNU6-264P,snRNA
ENSG00000222870,RNU6-1328P,snRNA
ENSG00000284251,MIR711,miRNA
ENSG00000242893,RN7SL413P,misc_RNA
ENSG00000252012,RNA5SP521,rRNA_pseudogene
ENSG00000207635,MIR499A,miRNA
ENSG00000252292,RN7SKP238,misc_RNA
ENSG00000277590,MIR7845,miRNA
ENSG00000222313,RN7SKP267,misc_RNA
ENSG00000201384,AC007375.1,snoRNA
ENSG00000277062,RN7SL88P,misc_RNA
ENSG00000222784,RN7SKP91,misc_RNA
ENSG00000266139,MIR4435-2,miRNA
ENSG00000278233,RNA5-8SN2,rRNA
ENSG00000201724,AC022692.1,misc_RNA
ENSG00000252057,RNU7-174P,snRNA
ENSG00000265056,MIR548S,miRNA
ENSG00000207699,MIR518A2,miRNA
ENSG00000275809,AC136352.3,snRNA
ENSG00000283490,MIR518C,miRNA
ENSG00000207004,RNU6-301P,snRNA
ENSG00000222343,RN7SKP139,misc_RNA
ENSG00000281072,AC073476.5,pseudogene
ENSG00000201095,RNU6-266P,snRNA
ENSG00000199453,SNORD115-12,snoRNA
ENSG00000208008,MIR125A,miRNA
ENSG00000202242,RNU6-1276P,snRNA
ENSG00000277460,AL031591.2,misc_RNA
ENSG00000284258,MIR8085,miRNA
ENSG00000275049,AC011295.2,protein_coding
ENSG00000276642,AL445423.2,snRNA
ENSG00000221739,MIR1203,miRNA
ENSG00000276730,AL138834.1,misc_RNA
ENSG00000240250,RN7SL541P,misc_RNA
ENSG00000276138,FP885535.1,snRNA
ENSG00000275429,MIR6862-1,miRNA
ENSG00000240116,RN7SL303P,misc_RNA
ENSG00000240014,RN7SL254P,misc_RNA
ENSG00000200661,SNORD116-10,snoRNA
ENSG00000252695,MIR2276,miRNA
ENSG00000200463,SNORD118,snoRNA
ENSG00000273499,AC087893.2,snoRNA
ENSG00000199488,RNU1-70P,snRNA
ENSG00000207455,RNU6-331P,snRNA
ENSG00000200170,AL607035.1,misc_RNA
ENSG00000252242,RNU7-115P,snRNA
ENSG00000200873,RNA5SP399,rRNA_pseudogene
ENSG00000200917,RNU6-553P,snRNA
ENSG00000222414,RNU2-59P,snRNA
ENSG00000201852,RNU6-702P,snRNA
ENSG00000276094,AL591926.2,snoRNA
ENSG00000252333,RNU6-964P,snRNA
ENSG00000266494,MIR4641,miRNA
ENSG00000201790,RNA5SP189,rRNA_pseudogene
ENSG00000252900,RNU6-303P,snRNA
ENSG00000283369,AL606804.2,snRNA
ENSG00000262132,RNA5SP458,rRNA_pseudogene
ENSG00000244389,RN7SL242P,misc_RNA
ENSG00000243048,FTHL18,unprocessed_pseudogene
ENSG00000231513,E2F6P4,processed_pseudogene
ENSG00000259891,AC107375.1,lncRNA
ENSG00000276593,AC022306.3,lncRNA
ENSG00000259545,AC013452.2,processed_pseudogene
ENSG00000143954,REG3G,protein_coding
ENSG00000109107,ALDOC,protein_coding
ENSG00000258433,AC087633.1,lncRNA
ENSG00000114735,HEMK1,protein_coding
ENSG00000145107,TM4SF19,protein_coding
ENSG00000140285,FGF7,protein_coding
ENSG00000104472,CHRAC1,protein_coding
ENSG00000258773,AC087636.1,lncRNA
ENSG00000263321,AC024361.3,lncRNA
ENSG00000118496,FBXO30,protein_coding
ENSG00000116996,ZP4,protein_coding
ENSG00000248459,AC083906.1,processed_pseudogene
ENSG00000134545,KLRC1,protein_coding
ENSG00000284731,AC083906.5,unprocessed_pseudogene
ENSG00000270017,AC107976.1,lncRNA
ENSG00000249869,AC083906.2,processed_pseudogene
ENSG00000180770,OR7E129P,unprocessed_pseudogene
ENSG00000271968,ADAM6,transcribed_unprocessed_pseudogene
ENSG00000235652,AL356599.1,lncRNA
ENSG00000225200,AC246787.1,processed_pseudogene
ENSG00000251178,OR7E21P,unprocessed_pseudogene
ENSG00000274609,KIR2DL4,protein_coding
ENSG00000211934,IGHV1-2,IG_V_gene
ENSG00000279803,AC009090.5,TEC
ENSG00000279019,AC009090.4,TEC
ENSG00000253780,IGHVIII-2-1,IG_V_pseudogene
ENSG00000211935,IGHV1-3,IG_V_gene
ENSG00000276739,KIR3DL2,protein_coding
ENSG00000276775,IGHV4-4,IG_V_gene
ENSG00000237250,AL359924.1,lncRNA
ENSG00000228028,AC069257.2,lncRNA
ENSG00000243781,AL590396.1,transcribed_processed_pseudogene
ENSG00000237418,AC069257.3,processed_pseudogene
ENSG00000287487,AC104633.1,lncRNA
ENSG00000251618,AC007322.4,unprocessed_pseudogene
ENSG00000287669,AC104633.2,lncRNA
ENSG00000267725,AC008521.2,processed_pseudogene
ENSG00000240156,COX6CP6,processed_pseudogene
ENSG00000278972,AC015920.1,TEC
ENSG00000224421,ATP5MFP1,processed_pseudogene
ENSG00000273098,AC005303.1,lncRNA
ENSG00000228107,AP000692.1,lncRNA
ENSG00000243873,HMGB1P36,processed_pseudogene
ENSG00000108984,MAP2K6,protein_coding
ENSG00000213123,TCTEX1D2,protein_coding
ENSG00000234634,LINC02093,lncRNA
ENSG00000177469,CAVIN1,protein_coding
ENSG00000157765,SLC34A2,protein_coding
ENSG00000159259,CHAF1B,protein_coding
ENSG00000103876,FAH,protein_coding
ENSG00000283174,AL590396.3,processed_pseudogene
ENSG00000283166,AL590396.2,processed_pseudogene
ENSG00000089157,RPLP0,protein_coding
ENSG00000283377,AL590396.4,processed_pseudogene
ENSG00000270188,MTRNR2L11,protein_coding
ENSG00000242389,RBMY1E,protein_coding
ENSG00000232154,MTCYBP15,processed_pseudogene
ENSG00000149548,CCDC15,protein_coding
ENSG00000225723,MTND6P15,processed_pseudogene
ENSG00000276634,KIR2DS4,protein_coding
ENSG00000227860,MTND5P18,processed_pseudogene
ENSG00000228169,PPIAP19,processed_pseudogene
ENSG00000146414,SHPRH,protein_coding
ENSG00000230019,YWHAQP9,processed_pseudogene
ENSG00000114547,ROPN1B,protein_coding
ENSG00000228484,AL137025.1,lncRNA
ENSG00000232989,AL356010.1,processed_pseudogene
ENSG00000234464,AL356010.2,lncRNA
ENSG00000274926,KIR2DL1,protein_coding
ENSG00000258122,AC044802.2,lncRNA
ENSG00000231877,AL359551.1,lncRNA
ENSG00000273199,AP000692.2,lncRNA
ENSG00000168748,CA7,protein_coding
ENSG00000215808,LINC01139,lncRNA
ENSG00000223890,AC008171.1,processed_pseudogene
ENSG00000287524,AC007736.1,lncRNA
ENSG00000214071,BX842568.1,unprocessed_pseudogene
ENSG00000215149,KRT18P32,processed_pseudogene
ENSG00000244571,RPS6P4,processed_pseudogene
ENSG00000287627,AL359704.3,lncRNA
ENSG00000116117,PARD3B,protein_coding
ENSG00000257194,AC126178.1,lncRNA
ENSG00000224783,MIPEPP2,processed_pseudogene
ENSG00000159256,MORC3,protein_coding
ENSG00000163312,HELQ,protein_coding
ENSG00000287177,AL583825.1,lncRNA
ENSG00000240792,AC079910.1,lncRNA
ENSG00000214210,AC084017.1,processed_pseudogene
ENSG00000203685,STUM,protein_coding
ENSG00000258183,LINC02392,lncRNA
ENSG00000241636,LINC01323,lncRNA
ENSG00000241767,LINC01324,lncRNA
ENSG00000161217,PCYT1A,protein_coding
ENSG00000227854,AL590135.1,processed_pseudogene
ENSG00000287589,AC093426.2,lncRNA
ENSG00000274933,TBC1D3I,protein_coding
ENSG00000259776,AC093426.1,lncRNA
ENSG00000247131,AC025263.1,lncRNA
ENSG00000278169,KIR2DP1,unprocessed_pseudogene
ENSG00000153976,HS3ST3A1,protein_coding
ENSG00000273017,AP000240.1,lncRNA
ENSG00000215533,LINC00189,lncRNA
ENSG00000111325,OGFOD2,protein_coding
ENSG00000227444,AC007322.1,unprocessed_pseudogene
ENSG00000288102,AC112481.2,lncRNA
ENSG00000257787,AC112481.1,lncRNA
ENSG00000240198,ARHGEF3-AS1,lncRNA
ENSG00000273880,KIR3DP1,unprocessed_pseudogene
ENSG00000226092,RBMY2AP,unprocessed_pseudogene
ENSG00000228817,BACH1-IT2,lncRNA
ENSG00000257995,AC084365.1,lncRNA
ENSG00000286021,LINC02822,lncRNA
ENSG00000277191,AC138904.2,unprocessed_pseudogene
ENSG00000267653,AC002546.1,lncRNA
ENSG00000172478,MAB21L4,protein_coding
ENSG00000114021,NIT2,protein_coding
ENSG00000266961,AP005482.3,lncRNA
ENSG00000228548,ITPKB-AS1,lncRNA
ENSG00000260302,AP005482.2,lncRNA
ENSG00000228382,ITPKB-IT1,lncRNA
ENSG00000233810,MOB1AP2,processed_pseudogene
ENSG00000143772,ITPKB,protein_coding
ENSG00000122257,RBBP6,protein_coding
ENSG00000163947,ARHGEF3,protein_coding
ENSG00000237968,AC007322.3,unprocessed_pseudogene
ENSG00000232118,BACH1-AS1,lncRNA
ENSG00000172023,REG1B,protein_coding
ENSG00000227600,PPT2,protein_coding
ENSG00000265817,FSBP,protein_coding
ENSG00000236056,GAPDHP14,processed_pseudogene
ENSG00000226987,AL157938.1,processed_pseudogene
ENSG00000226967,HAUS4P1,processed_pseudogene
ENSG00000267597,RPIAP1,processed_pseudogene
ENSG00000238183,RPS27P5,processed_pseudogene
ENSG00000197275,RAD54B,protein_coding
ENSG00000287259,AL359732.1,lncRNA
ENSG00000126882,FAM78A,protein_coding
ENSG00000259439,LINC01833,lncRNA
ENSG00000187151,ANGPTL5,protein_coding
ENSG00000261325,LINC02192,lncRNA
ENSG00000231159,OFD1P8Y,unprocessed_pseudogene
ENSG00000260497,AC141846.1,processed_pseudogene
ENSG00000226321,CROCC2,protein_coding
ENSG00000090402,SI,protein_coding
ENSG00000261231,LINC02133,lncRNA
ENSG00000278957,AC012354.10,TEC
ENSG00000282122,IGHV7-4-1,IG_V_gene
ENSG00000260450,LINC02134,lncRNA
ENSG00000211937,IGHV2-5,IG_V_gene
ENSG00000253387,IGHVIII-5-1,IG_V_pseudogene
ENSG00000254053,IGHVIII-5-2,IG_V_pseudogene
ENSG00000233392,AC104809.2,lncRNA
ENSG00000110318,CEP126,protein_coding
ENSG00000286024,AC026803.3,lncRNA
ENSG00000233627,C4A-AS1,lncRNA
ENSG00000223991,AC104809.1,lncRNA
ENSG00000236502,SIX3-AS1,lncRNA
ENSG00000231407,GORAB-AS1,lncRNA
ENSG00000197563,PIGN,protein_coding
ENSG00000123612,ACVR1C,protein_coding
ENSG00000239783,AL121776.1,processed_pseudogene
ENSG00000138083,SIX3,protein_coding
ENSG00000244731,C4A,protein_coding
ENSG00000226769,GAPDHP54,processed_pseudogene
ENSG00000259967,AC087761.1,lncRNA
ENSG00000120370,GORAB,protein_coding
ENSG00000215450,AL022342.1,processed_pseudogene
ENSG00000253763,IGHV3-6,IG_V_pseudogene
ENSG00000211938,IGHV3-7,IG_V_gene
ENSG00000282639,IGHV3-64D,IG_V_gene
ENSG00000105552,BCAT2,protein_coding
ENSG00000282651,IGHV5-10-1,IG_V_gene
ENSG00000241596,AC092468.1,lncRNA
ENSG00000117480,FAAH,protein_coding
ENSG00000274565,AC080038.2,lncRNA
ENSG00000172020,GAP43,protein_coding
ENSG00000265494,AC005304.2,lncRNA
ENSG00000225156,AC012354.1,lncRNA
ENSG00000233852,AC005304.1,lncRNA
ENSG00000277463,AC080038.3,lncRNA
ENSG00000141028,CDRT15P1,unprocessed_pseudogene
ENSG00000266744,AC005304.3,lncRNA
ENSG00000115568,ZNF142,protein_coding
ENSG00000236480,PKMP1,processed_pseudogene
ENSG00000264044,AC005726.2,lncRNA
ENSG00000011028,MRC2,protein_coding
ENSG00000265287,AC005726.4,lncRNA
ENSG00000006695,COX10,protein_coding
ENSG00000198156,NPIPB6,protein_coding
ENSG00000261633,AC018552.3,lncRNA
ENSG00000227543,SPAG5-AS1,lncRNA
ENSG00000176170,SPHK1,protein_coding
ENSG00000271623,AC138894.3,processed_pseudogene
ENSG00000249713,AC026725.1,lncRNA
ENSG00000258472,AC005726.1,protein_coding
ENSG00000273331,TM4SF19-TCTEX1D2,protein_coding
ENSG00000250574,AC112173.1,processed_pseudogene
ENSG00000225407,AC025188.1,lncRNA
ENSG00000142515,KLK3,protein_coding
ENSG00000160307,S100B,protein_coding
ENSG00000164220,F2RL2,protein_coding
ENSG00000272741,AC069257.4,protein_coding
ENSG00000259134,LINC00924,lncRNA
ENSG00000087111,PIGS,protein_coding
ENSG00000205336,ADGRG1,protein_coding
ENSG00000163959,SLC51A,protein_coding
ENSG00000273923,AC104260.1,lncRNA
ENSG00000280304,AC104260.2,TEC
ENSG00000248441,LINC01197,lncRNA
ENSG00000157978,LDLRAP1,protein_coding
ENSG00000236088,COX10-AS1,lncRNA
ENSG00000074582,BCS1L,protein_coding
ENSG00000213152,RPL7AP60,processed_pseudogene
ENSG00000163808,KIF15,protein_coding
ENSG00000257658,AC004217.2,processed_pseudogene
ENSG00000146776,ATXN7L1,protein_coding
ENSG00000258711,AL358334.2,lncRNA
ENSG00000261499,AC233699.1,unprocessed_pseudogene
ENSG00000225643,AL606491.1,lncRNA
ENSG00000114978,MOB1A,protein_coding
ENSG00000232475,HSFY5P,unprocessed_pseudogene
ENSG00000173064,HECTD4,protein_coding
ENSG00000267518,AC090699.2,processed_pseudogene
ENSG00000235897,TM4SF19-AS1,lncRNA
ENSG00000229553,USP9YP17,unprocessed_pseudogene
ENSG00000279713,AC080038.4,TEC
ENSG00000161542,PRPSAP1,protein_coding
ENSG00000288026,AC096996.3,lncRNA
ENSG00000261017,AC096996.1,processed_pseudogene
ENSG00000253495,CYCSP23,processed_pseudogene
ENSG00000239205,LINC02023,lncRNA
ENSG00000228859,LY6G6C,protein_coding
ENSG00000136960,ENPP2,protein_coding
